itemid,title,genres,rating,region
1340,Mediterranean Azur Hotel,Hotel|moderate-price|Pool,3,Alexandria
1341,Africana Hotel,Hotel|moderate-price|Pool|Family,4,Alexandria
1342,Al Maghraby Hotel,Hotel|low-price,4,Alexandria
1343,Tolip Sports City Borg El Arab,Hotel|moderate-price|Pool,4,Alexandria
1343,Adham Compound Hotel,Hotel|low-price|Pool|Family,3.5,Alexandria
1344,Eastern Al Montazah Hotel,Hotel|moderate-price|Trendy,3.5,Alexandria
1345,Kaoud Sporting Hotel,Hotel|low-price|Family,2,Alexandria
1346,Romance Alexandria Corniche Hotel,Hotel|moderate-price,4.5,Alexandria
1347,Hilton Alexandria Corniche,Hotel|moderate-price|Pool,4.5,Alexandria
1348,Steigenberger Cecil Hotel,Hotel|high-price|Historic,4,Alexandria
1349,Helnan Palestine Hotel,Hotel|high-price|Pool,4,Alexandria
1350,Four Seasons Hotel Alexandria,Hotel|high-price|Pool,4.5,Alexandria
1351,"Radisson Blu Hotel, Alexandria",Hotel|moderate-price|Pool|Trendy,4.5,Alexandria
1352,Hilton Alexandria King's Ranch,Hotel|moderate-price|Pool|Luxury|Trendy,4.5,Alexandria
1353,TOLIP Hotel Alexandria,Hotel|moderate-price|Pool,3.5,Alexandria
1354,Alexander the Great Hotel,Hotel|low-price|Family,3.5,Alexandria
1355,Amoun Hotel,Hotel|low-price|Family,3.5,Alexandria
1356,Cherry Maryski Hotel,Hotel|low-price|Pool|Trendy,3.5,Alexandria
1357,Sheraton Montazah Hotel,Hotel|moderate-price|Pool,3.5,Alexandria
1358,Green Plaza Inn Hotel,Hotel|low-price|BabySitting|Trendy,4,Alexandria
1359,Hotel Transit Alexandria,Hotel|low-price,3.5,Alexandria
1360,The Grand Plaza Hotel Smouha,Hotel|low-price,4.5,Alexandria
1361,Paradise Inn Le Metropole Hotel,Hotel|moderate-price|Historic,3.5,Alexandria
1362,Triomphe Hotel,Hotel|low-price,3,Alexandria
1363,Plaza Hotel,Hotel|moderate-price,3.5,Alexandria
1364,Alexandria Mediterranean Suites,Hotel|low-price|Family,4,Alexandria
1365,Paradise Inn Windsor Palace Hotel,Hotel|low-price|Historic,3,Alexandria
1366,Mediterranean Azur Hotel,Hotel|moderate-price|Pool,3,Alexandria
1367,Africana Hotel,Hotel|moderate-price|Pool|Family,4,Alexandria
1368,Al Maghraby Hotel,Hotel|low-price,4,Alexandria
1369,Tolip Sports City Borg El Arab,Hotel|moderate-price|Pool,4,Alexandria
1370,Adham Compound Hotel,Hotel|low-price|Pool|Family,3.5,Alexandria
1371,Eastern Al Montazah Hotel,Hotel|moderate-price|Trendy,3.5,Alexandria
1372,Royal NJ Hotel,Hotel|low-price,,Alexandria
1373,Mandara Armed Forces Apartments,Hotel|low-price,,Alexandria
1374,Kaoud Sporting Hotel,Hotel|low-price|Family,2,Alexandria
1375,Movenpick Resort Aswan,Hotel|moderate-price|Pool,4.5,Aswan
1376,Sofitel Legend Old Cataract Aswan,Hotel|high-price|Pool,4.5,Aswan
1377,AnaKato,Hotel|moderate-price,4.5,Aswan
1378,Philae Hotel,Hotel|moderate-price,4.5,Aswan
1379,Bet el Kerem,Hotel|low-price,4.5,Aswan
1380,Pyramisa Isis Island Resort & Spa,Hotel|moderate-price|Pool,4,Aswan
1381,Pyramisa Isis Corniche Hotel,Hotel|moderate-price,3.5,Aswan
1382,Basma Hotel,Hotel|moderate-price|Pool,3.5,Aswan
1383,Hadouta Masreya - Nubian Guest House,Hotel|moderate-price|Trendy,4.5,Aswan
1384,Kato Dool Nubian House,Hotel|moderate-price|Trendy,4.5,Aswan
1385,Nubian Oasis Hotel,Hotel|moderate-price|Trendy,2.5,Aswan
1386,Ounaty Ka,Hotel|moderate-price|Trendy,5,Aswan
1387,Batota House,Hotel|moderate-price|Trendy,4,Aswan
1388,Memnon Hotel,Hotel|low-price|Pool,3.5,Aswan
1389,Movenpick Resort Aswan,Hotel|moderate-price|Pool,4.5,Aswan
1390,Sofitel Legend Old Cataract Aswan,Hotel|high-price,4.5,Aswan
1391,AnaKato,Hotel|moderate-price|BabySitting,4.5,Aswan
1392,Philae Hotel,Hotel|moderate-price,4.5,Aswan
1393,Bet el Kerem,Hotel|low-price|Trendy,4.5,Aswan
1394,Pyramisa Isis Island Resort & Spa,Hotel|moderate-price|Pool,4,Aswan
1395,Pyramisa Isis Corniche Hotel,Hotel|moderate-price|Pool|Family,3.5,Aswan
1396,Basma Hotel,Hotel|moderate-price|Pool,3.5,Aswan
1397,Keylany Hotel,Hotel|low-price|Pool,3.5,Aswan
1398,Nubian Holiday House Aswan,Hotel|low-price,4.5,Aswan
1399,Happi Hotel,Hotel|moderate-price|family,3.5,Aswan
1400,Helnan Aswan Hotel,Hotel|moderate-price|Pool,3.5,Aswan
1401,Hadouta Masreya - Nubian Guest House,Hotel|moderate-price,4.5,Aswan
1402,Kato Dool Nubian House,Hotel|moderate-price|family,4.5,Aswan
1403,Nubian Oasis Hotel,Hotel|moderate-price|family,2.5,Aswan
1404,Ounaty Ka,Hotel|moderate-price|family,5,Aswan
1405,Batota House,Hotel|moderate-price|Trendy,4,Aswan
1406,Memnon Hotel,Hotel|low-price|Pool,3.5,Aswan
1407,Best View Pyramids Hotel,Hotel|low-price|Pool,4.5,Giza
1408,Pyramids View Inn,Hotel|low-price|Pool|Family,4.5,Giza
1409,"Marriott Mena House, Cairo",Hotel|moderate-price|Pool|BabySitting|Family|Luxury,4.5,Giza
1410,Great Pyramid Inn,Hotel|low-price|Trendy,4.5,Giza
1411,Le Meridien Pyramids Hotel & Spa,Hotel|moderate-price|Pool|Family|Luxury,4,Giza
1412,Marvel Stone Hotel,Hotel|moderate-price,4,Giza
1413,Hayat Pyramids View Hotel,Hotel|moderate-price|Luxury,4,Giza
1414,Aracan Pyramids Hotel,Hotel|low-price|Pool|Luxury,3.5,Giza
1415,Barcelo Cairo Pyramids,Hotel|moderate-price|Pool|Luxury,4,Giza
1416,Pyramisa Suites Hotel Cairo,Hotel|moderate-price|Pool,3.5,Giza
1417,Cairo Pyramids Hotel,Hotel|moderate-price|Pool,3.5,Giza
1418,Pyramids Valley,Hotel|moderate-price,4.5,Giza
1419,Movenpick Hotel & Casino Cairo-Media City,Hotel|moderate-price|Pool|Family,4,Giza
1420,3 Pyramids View Inn,Hotel|moderate-price|Family,5,Giza
1421,Ramosa Guest House,Hotel|low-price,4.5,Giza
1422,Horus Guest House Pyramids View,Hotel|low-price,4.5,Giza
1423,Best View Pyramids Hotel,Hotel|low-price|Pool,4.5,Giza
1424,Pyramids View Inn,Hotel|low-price,4.5,Giza
1425,"Marriott Mena House, Cairo",Hotel|high-price|Pool|BabySitting|Luxury|Family,4.5,Giza
1426,Great Pyramid Inn,Hotel|moderate-price,4.5,Giza
1427,Mercure Cairo Le Sphinx,Hotel|moderate-price|Pool|Luxury,4,Giza
1428,Giza Pyramids Inn,Hotel|moderate-price,5,Giza
1429,Safir Hotel Cairo,Hotel|moderate-price|Pool|Luxury,4.5,Giza
1430,Sheraton Cairo Hotel & Casino,Hotel|moderate-price|Pool|Luxury,4,Giza
1431,Four Seasons Hotel Cairo at the First Residence,Hotel|high-price|Pool|BabySitting|Family|Luxury,4.5,Giza
1432,Swiss Inn Pyramids Golf Resort & Swiss Inn Plaza,Hotel|moderate-price|Pool|Luxury,4,Giza
1433,Pyramids Loft Homestay,Hotel|low-price,4.5,Giza
1434,Hilton Pyramids Golf,Hotel|moderate-price|Pool|Family,4,Giza
1435,Le Meridien Pyramids Hotel & Spa,Hotel|moderate-price|Family|Luxury,4,Giza
1436,Marvel Stone Hotel,Hotel|moderate-price,4,Giza
1437,Hayat Pyramids View Hotel,Hotel|moderate-price|Luxury,4,Giza
1438,Aracan Pyramids Hotel,Hotel|moderate-price|Pool|Luxury,3.5,Giza
1439,Barcelo Cairo Pyramids,Hotel|moderate-price|Pool|Luxury,4,Giza
1440,Pyramisa Suites Hotel Cairo,Hotel|moderate-price|Pool|Luxury,3.5,Giza
1441,Cairo Pyramids Hotel,Hotel|moderate-price|Pool|Luxury,3.5,Giza
1442,Pyramids Valley,Hotel|moderate-price,4.5,Giza
1443,Panorama Pyramids Inn,Hotel|moderate-price,4.5,Giza
1444,Grand Pyramids Hotel,Hotel|low-price|Pool|Luxury,3.5,Giza
1445,Movenpick Hotel & Casino Cairo-Media City,Hotel|moderate-price|Pool|Family|Luxury,4,Giza
1446,3 Pyramids View Inn,Hotel|moderate-price,5,Giza
1447,Pyramids Overlook Inn,Hotel|moderate-price,5,Giza
1448,Helnan Dreamland Hotel,Hotel|high-price|Pool|Family|Luxury,4,Giza
1449,Pyramids Guest House,Hotel|low-price,5,Giza
1450,Sphinx Guest House,Hotel|low-price|Pool,4,Giza
1451,Ramosa Guest House,Hotel|low-price,4.5,Giza
1452,Horus Guest House Pyramids View,Hotel|low-price,4.5,Giza
1453,Indiana Hotel,Hotel|low-price|Pool,4,Giza
1454,Pyramid view,Hotel|moderate-price|Trendy,4,Giza
1455,Best View Pyramids Hotel,Hotel|moderate-price|Trendy,5,Giza
1456,Guardian hotel,Hotel|moderate-price|Trendy,4,Giza
1457,Amoun Hotel,Hotel|moderate-price|Trendy,4,Giza
1458,Three Pyramids,Hotel|moderate-price|Trendy,4,Giza
1459,Desert Rose Ecolodge Hotel,Hotel|moderate-price|Trendy,4,Giza
1460,Kinow Hotel,Hotel|moderate-price|Trendy,4,Giza
1461,Solaimaneyah Golf Resort & Spa,Hotel|moderate-price|Pool,4,Giza
1462,Al Saraya Hotel,Hotel|moderate-price,4,Giza
1463,Nile King Hotel,Hotel|moderate-price,4,Giza
1464,Atlas Zamalek Hotel,Hotel|moderate-price|Luxury,5,Giza
1465,Abou El Houl Palace Hotel,Hotel|moderate-price|Trendy,4,Giza
1466,Daas Holiday Suites,Hotel|moderate-price|Trendy,4,Giza
1467,El Samah Hotel,Hotel|moderate-price|Trendy,4,Giza
1468,Guesthouse Cairo,Hotel|moderate-price|Trendy,4.5,Giza
1469,Gulf House,Hotel|moderate-price|Trendy,5,Giza
1470,Hady Hotel,Hotel|moderate-price|Trendy,4,Giza
1471,Moon Light Hotel,Hotel|moderate-price|Trendy,4,Giza
1472,The Pharaoh's House,Hotel|low-price,5,Giza
1473,Pyramids View rooms Guest House,Hotel|moderate-price,5,Giza
1474,The View Hotel,Hotel|moderate-price,4,Giza
1475,Guardian Guest House,Hotel|low-price,3.5,Giza
1476,Oasis Hotel,Hotel|moderate-price|Pool|Family|Luxury,4,Giza
1477,Bonne Vie Hotel,Hotel|low-price,4,Giza
1478,Egypt Pyramids Inn,Hotel|low-price,5,Giza
1479,Middle East Hotel,Hotel|low-price,4,Giza
1480,Golden Tulip Narmer Pyramids,Hotel|low-price|Pool|BabySitting|Luxury,4,Giza
1481,Siag Pyramids Hotel,Hotel|low-price|Pool,4,Giza
1482,SUNRISE Royal Makadi Aqua Resort -Select-,Hotel|moderate-price|Family|Luxury|Pool,4.5,Hurghada
1483,Serenity Fun City,Hotel|moderate-price|Family|Luxury|Pool,4.5,Hurghada
1484,Desert Rose Resort,Hotel|moderate-price|Family|Luxury|BabySitting,4.5,Hurghada
1485,MinaMark Beach Resort,Hotel|moderate-price|Family|Luxury|Pool,4,Hurghada
1486,Movenpick Resort & Spa El Gouna,Hotel|high-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1487,SUNRISE Crystal Bay - Grand Select-,Hotel|moderate-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1488,Titanic Resort & Aqua Park,Hotel|high-price|Luxury|Pool,4.5,Hurghada
1489,The Oberoi Sahl Hasheesh,Hotel|high-price|Family|Luxury|Pool,5,Hurghada
1490,Sheraton Miramar Resort El Gouna,Hotel|moderate-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1491,SUNRISE Holidays Resort,Hotel|moderate-price|Family|Luxury|Pool,4.5,Hurghada
1492,Steigenberger ALDAU Beach Hotel,Hotel|moderate-price|Family|Luxury|Pool|BabySitting,5,Hurghada
1493,Meraki Resort,Hotel|moderate-price|Pool,4.5,Hurghada
1494,Nubia Aqua Beach Resort,Hotel|moderate-price|Pool,4.5,Hurghada
1495,Albatros Aqua Park Resort,Hotel|high-price|Luxury|Pool|BabySitting,4.5,Hurghada
1496,SUNRISE Garden Beach Resort -Select-,Hotel|high-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1497,Royal Star Beach Resort,Hotel|high-price|Luxury|Pool|BabySitting,4.5,Hurghada
1498,White Beach Resort,Hotel|high-price|Pool,4.5,Hurghada
1499,SUNRISE Royal Makadi Aqua Resort -Select-,Hotel|moderate-price|Pool|BabySitting,4.5,Hurghada
1500,Serenity Fun City,Hotel|moderate-price|Pool|BabySitting,4.5,Hurghada
1501,Desert Rose Resort,Hotel|moderate-price|Pool|BabySitting,4.5,Hurghada
1502,Serenity Makadi Beach,Hotel|moderate-price|Luxury|Pool|BabySitting,4.5,Hurghada
1503,Hilton Hurghada Resort,Hotel|moderate-price|Family|Luxury|BabySitting,4.5,Hurghada
1504,Hurghada Marriott Beach Resort,Hotel|moderate-price|Family|Luxury|Pool,4.5,Hurghada
1505,Baron Palace Sahl Hasheesh,Hotel|high-price|Luxury|BabySitting,5,Hurghada
1506,MinaMark Beach Resort,Hotel|moderate-price|Luxury|Pool,4,Hurghada
1507,Mercure Hurghada Hotel,Hotel|moderate-price|Family|Luxury|BabySitting|Pool,4.5,Hurghada
1508,SUNRISE Romance Resort Sahl Hasheesh,Hotel|moderate-price|Pool,4.5,Hurghada
1509,Movenpick Resort & Spa El Gouna,Hotel|high-price|Pool|BabySitting,4.5,Hurghada
1510,Tropitel Sahl Hasheesh,Hotel|moderate-price|Family|Luxury|BabySitting|Pool,4.5,Hurghada
1511,SUNRISE Crystal Bay - Grand Select-,Hotel|high-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1512,Titanic Resort & Aqua Park,Hotel|high-price|Luxury|BabySitting|Pool,4.5,Hurghada
1513,Jungle Aqua Park,Hotel|high-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1514,The Oberoi Sahl Hasheesh,Hotel|high-price|Family|Pool,5,Hurghada
1515,"Fort Arabesque Resort, Spa & Villas",Hotel|high-price|Family|Luxury,4,Hurghada
1516,Three Corners Ocean View Hotel,Hotel|moderate-price|Luxury|Pool,4.5,Hurghada
1517,Sheraton Miramar Resort El Gouna,Hotel|high-price|Family|Luxury|Pool,4.5,Hurghada
1518,SUNRISE Holidays Resort,Hotel|moderate-price|Luxury|Pool,4.5,Hurghada
1519,Steigenberger ALDAU Beach Hotel,Hotel|high-price|Family|Luxury|Pool,5,Hurghada
1520,Meraki Resort,Hotel|moderate-price|Pool,4.5,Hurghada
1521,Nubia Aqua Beach Resort,Hotel|moderate-price|Luxury|Pool,4.5,Hurghada
1522,Albatros Aqua Park Resort,Hotel|moderate-price|Luxury|Pool|BabySitting,4.5,Hurghada
1523,SUNRISE Garden Beach Resort -Select-,Hotel|high-price|Family|Luxury|Pool|BabySitting,4.5,Hurghada
1524,Royal Star Beach Resort,Hotel|moderate-price|Luxury|Pool,4.5,Hurghada
1525,Panorama Bungalows Resort El Gouna,Hotel|moderate-price|Family|Pool,4,Hurghada
1526,Arabia Azur Resort,Hotel|moderate-price|Luxury|Family|Pool|BabySitting,4.5,Hurghada
1527,Mosaique Hotel,Hotel|moderate-price|Luxury|Family|Pool,4.5,Hurghada
1528,The Three Corners Rihana Inn,Hotel|moderate-price|Family|Luxury|Pool,4,Hurghada
1529,Aqua Vista Resort & Spa,Hotel|moderate-price|Pool,4.5,Hurghada
1530,The Captain's Inn,Hotel|moderate-price|Family,4.5,Hurghada
1531,Sea Star Beau Rivage,Hotel|moderate-price|Luxury|Pool|BabySitting,4,Hurghada
1532,Jaz Makadi Saraya Palms,Hotel|moderate-price|Pool,4.5,Hurghada
1533,LABRANDA Club Makadi,Hotel|moderate-price|Luxury|Pool,4.5,Hurghada
1534,Dawar El Omda Boutique Hotel,Hotel|moderate-price|Pool,4.5,Hurghada
1535,SeaGull Beach Resort,Hotel|moderate-price|Luxury|Pool,4,Hurghada
1536,Jasmine Palace Resort & Spa,Hotel|moderate-price|Luxury|Pool,4,Hurghada
1537,Al Nabila Grand Bay Makadi,Hotel|moderate-price|Luxury|Pool,3.5,Hurghada
1538,Hawaii Riviera Aqua Park Resort,Hotel|moderate-price|Luxury|Pool,4,Hurghada
1539,Sindbad Club,Hotel|moderate-price|Luxury|Pool|BabySitting,4.5,Hurghada
1540,Pyramisa Resort Sahl Hasheesh,Hotel|moderate-price|Luxury|Pool,4,Hurghada
1541,Royal Lagoons Aqua Park Resort and Spa,Hotel|moderate-price|Luxury|Pool,4,Hurghada
1542,Marlin Inn Azur Resort,Hotel|moderate-price|Pool,4,Hurghada
1543,Sunny Days El Palacio Resort & Spa,Hotel|moderate-price|Luxury|Pool|BabySitting,4,Hurghada
1544,Giftun Azur Resort,Hotel|moderate-price|Pool,4,Hurghada
1545,Pharaoh Azur Resort,Hotel|moderate-price|Pool,4,Hurghada
1546,Mirage Bay Resort & Aquapark Lilly Land,Hotel|moderate-price|Luxury|Pool,3.5,Hurghada
1547,Titanic Beach Spa & Aqua Park,Hotel|moderate-price|Luxury|Pool,3.5,Hurghada
1548,Regina Swiss Inn Beach Resort & Aqua Park,Hotel|moderate-price|Luxury|Pool,3.5,Hurghada
1549,Continental Hotel Hurghada,Hotel|moderate-price|Luxury|Pool|BabySitting,4,Hurghada
1550,Sphinx Aqua Park Beach Resort,Hotel|moderate-price|Pool,3.5,Hurghada
1551,Lilly Apartments,Hotel|moderate-price|Pool,4.5,Hurghada
1552,Mirage Aqua Park & SPA,Hotel|moderate-price|Pool,4,Hurghada
1553,LABRANDA Garden Makadi,Hotel|moderate-price|Pool,4,Hurghada
1554,Empire Hotel,Hotel|moderate-price|Family|Pool,4,Hurghada
1555,Green Garden Resort,Hotel|moderate-price|Pool,4.5,Hurghada
1556,Azzurra Sahl Hasheesh Suite,Hotel|moderate-price|Pool,4,Hurghada
1557,La Maison Bleue El Gouna,Hotel|moderate-price|Pool,4.5,Hurghada
1558,Jewels Sahara Boutique Resort,Hotel|moderate-price|Pool,3.5,Hurghada
1559,Zahabia Hotel And Beach Resort,Hotel|moderate-price|Pool|BabySitting,3.5,Hurghada
1560,Oasis Resort,Hotel|moderate-price,4.5,Hurghada
1561,The View Villa,Hotel|moderate-price|Pool|Pets,4.5,Hurghada
1562,Sky View Suites Hotel,Hotel|moderate-price,4.5,Hurghada
1563,Sea View Hotel,Hotel|moderate-price,3,Hurghada
1564,Hilton Luxor Resort & Spa,Hotel|moderate-price|Pool|BabySitting|Family|Luxury,5,Luxor
1565,Steigenberger Nile Palace Luxor,Hotel|moderate-price|Pool|Family|Luxury,4.5,Luxor
1566,Cleopatra Hotel Luxor,Hotel|low-price|Pets|Pool,4.5,Luxor
1567,Pavillon Winter Luxor,Hotel|moderate-price|Pool|BabySitting|Luxury,4.5,Luxor
1568,Sonesta St. George Hotel Luxor,Hotel|moderate-price|Pool|Family|Luxury,4.5,Luxor
1569,Nefertiti Hotel,Hotel|low-price|Pool,4.5,Luxor
1570,ACHTI Resort Luxor,Hotel|moderate-price|Pool|Family|Luxury,4,Luxor
1571,Sofitel Winter Palace Luxor,Hotel|high-price|Pool|BabySitting|Family|Luxury,4.5,Luxor
1572,"Jolie Ville Hotel & Spa - Kings Island, Luxor",Hotel|moderate-price|Pool|BabySitting|Family|Luxury,4.5,Luxor
1573,Al Moudira Hotel,Hotel|high-price|Pool|Family|Luxury,4.5,Luxor
1574,Venus Hotel,Hotel|low-price|Pets|Pool,4.5,Luxor
1575,Amon Hotel Luxor,Hotel|low-price|Pool|Family,4.5,Luxor
1576,Hotel Sheherazade,Hotel|moderate-price,4,Luxor
1577,Pyramids Luxor Hotel,Hotel|low-price|Pets|Pool,5,Luxor
1578,Nile Valley Hotel Restaurant,Hotel|low-price|Pool|Family,4.5,Luxor
1579,El Mesala Hotel,Hotel|moderate-price,4,Luxor
1580,El Nakhil Hotel & Restaurant,Hotel|moderate-price,4,Luxor
1581,Flats in Luxor,Hotel|moderate-price,4,Luxor
1582,Mercure Luxor Karnak,Hotel|moderate-price,4,Luxor
1583,Iberotel Luxor,Hotel|moderate-price,4,Luxor
1584,Eatabe Luxor Hotel,Hotel|low-price|Pool|Luxury,4,Luxor
1585,Happy Land Hotel,Hotel|low-price,4,Luxor
1586,Al Hambra Hotel,Hotel|low-price|Pool,4.5,Luxor
1587,Villa Nile House,Hotel|low-price|Pets|Pool,5,Luxor
1588,Al Baeirat Hotel,Hotel|moderate-price|Pool|Pets,4.5,Luxor
1589,El Gezira Hotel,Hotel|low-price|Pool,4.5,Luxor
1590,Bob Marley Peace Hotel,Hotel|low-price|Pool,5,Luxor
1591,Desert Paradise Lodge,Hotel|low-price|Pool,5,Luxor
1592,New Memnon Hotel,Hotel|low-price,5,Luxor
1593,El Fayrouz,Hotel|low-price|Pool,4.5,Luxor
1594,We compared the lowest prices from 2 websites,Hotel|low-price,4.5,Luxor
1595,Hilton Luxor Resort & Spa,Hotel|moderate-price|Pool,5,Luxor
1596,Steigenberger Nile Palace Luxor,Hotel|moderate-price|Pool|Family|Luxury,4.5,Luxor
1597,Cleopatra Hotel Luxor,Hotel|low-price|Pets,4.5,Luxor
1598,Pavillon Winter Luxor,Hotel|moderate-price|Pool|BabySitting,4.5,Luxor
1599,Sonesta St. George Hotel Luxor,Hotel|moderate-price|Pool|Family|Luxury,4.5,Luxor
1600,Nefertiti Hotel,Hotel|low-price,4.5,Luxor
1601,ACHTI Resort Luxor,Hotel|moderate-price|Family|Luxury,4,Luxor
1602,Sofitel Winter Palace Luxor,Hotel|high-price|Pool|Luxury|Family,4.5,Luxor
1603,"Jolie Ville Hotel & Spa - Kings Island, Luxor",Hotel|moderate-price|Pool|Family|Luxury,4.5,Luxor
1604,Al Moudira Hotel,Hotel|high-price|Pool|Family|Luxury,4.5,Luxor
1605,Venus Hotel,Hotel|low-price|Pets,4.5,Luxor
1606,Amon Hotel Luxor,Hotel|low-price|Pool|Family,4.5,Luxor
1607,Hotel Sheherazade,Hotel|low-price|Pool|Pets,4.5,Luxor
1608,Pyramids Luxor Hotel,Hotel|low-price,5,Luxor
1609,Nile Valley Hotel Restaurant,Hotel|low-price|Pool|Family,4.5,Luxor
1610,El Mesala Hotel,Hotel|low-price,4.5,Luxor
1611,El Nakhil Hotel & Restaurant,Hotel|low-price,4.5,Luxor
1612,Flats in Luxor,Hotel|low-price|Pets|Pool,5,Luxor
1613,Mercure Luxor Karnak,Hotel|low-price,4,Luxor
1614,Iberotel Luxor,Hotel|low-price|Pool,4,Luxor
1615,Eatabe Luxor Hotel,Hotel|low-price|Pool|Luxury,4,Luxor
1616,Happy Land Hotel,Hotel|low-price,4.5,Luxor
1617,Al Hambra Hotel,Hotel|low-price|Pool,4.5,Luxor
1618,Villa Nile House,Hotel|low-price|Pool,5,Luxor
1619,Al Baeirat Hotel,Hotel|moderate-price|Pool,4.5,Luxor
1620,El Gezira Hotel,Hotel|low-price|Pool,4.5,Luxor
1621,Bob Marley Peace Hotel,Hotel|low-price|Pool,5,Luxor
1623,Desert Paradise Lodge,Hotel|low-price|Pool,5,Luxor
1624,New Memnon Hotel,Hotel|low-price,5,Luxor
1625,El Fayrouz,Hotel|low-price|Pool,4.5,Luxor
1626,Embrace Hotel,Hotel|moderate-price,4,Luxor
1627,Royal House Hotel,Hotel|low-price|Pool,3.5,Luxor
1628,Karnak Hotel,Hotel|low-price|Pool,4,Luxor
1629,Fontana Luxor Hotel,Hotel|low-price|Pets,3.5,Luxor
1630,Queens Valley Hotel Luxor,Hotel|low-price|Pool,2.5,Luxor
1631,Shady Hotel,Hotel|low-price|Pool,2.5,Luxor
1632,Al Gezera Apartments,Hotel|moderate-price|Pool,2.5,Luxor
1633,Irie BnB,Hotel|low-price,3,Luxor
1634,Jo View,Hotel|moderate-price,3,Luxor
1635,Queen Palace Hotel Luxor,Hotel|low-price,3,Luxor
1636,555 Studios & Flats,Hotel|low-price,3,Luxor
1637,Sunny Guest House,Hotel|low-price,3,Luxor
1638,Mara House,Hotel|low-price,5,Luxor
1639,Marsam Hotel,Hotel|low-price,5,Luxor
1640,Boomerang Hotel,Hotel|low-price,5,Luxor
1641,Villa Lostris Holiday Apartments,Hotel|low-price|Pool,5,Luxor
1642,La Maison de Pythagore,Hotel|low-price,4.5,Luxor
1643,Gite Hotel Gezira,Hotel|low-price|Pets|Pool,5,Luxor
1644,Little Garden Hotel,Hotel|low-price|Pool,4,Luxor
1645,New Everest Hotel,Hotel|low-price,4,Luxor
1646,Merit Dahabya,Hotel|low-price,5,Luxor
1647,Eye Of Horus House,Hotel|low-price,4.5,Luxor
1648,Villa al-diwan,Hotel|low-price,5,Luxor
1649,Amarante Osiris,Hotel|low-price,4.5,Luxor
1650,Nur el-Gurna Hotel,Hotel|low-price,4,Luxor
1651,Club Marmara Decouverte du Nil,Hotel|low-price|Pool,4.5,Luxor
1652,Flower of Light Centre,Hotel|low-price|Pool,5,Luxor
1653,Отель Эль Гезира,Hotel|low-price,4.5,Luxor
1654,Egyptian Experience Resort Luxor,Hotel|low-price|Pool,4,Luxor
1655,Madina Heights,Hotel|moderate-price,5,Luxor
1656,Amarante Isis,Hotel|low-price,4,Luxor
1657,Morris Hotel,Hotel|low-price|Pool,3.5,Luxor
1658,Luxor-Hotel,Hotel|low-price,4,Luxor
1659,Anglo Hotel,Hotel|low-price,5,Luxor
1660,Merryland Hotel,Hotel|low-price,3.5,Luxor
1661,Novotel Coralia Luxor,Hotel|low-price,4,Luxor
1662,Paradise Luxor Hostel,Hotel|low-price,4,Luxor
1663,Everest Hotel,Hotel|low-price,4,Luxor
1664,Princess Hotel,Hotel|low-price,3.5,Luxor
1665,El Salam Hotel,Hotel|low-price,4,Luxor
1666,Nile Towers Apartments,Hotel|low-price,4,Luxor
1667,Teacher Hotel and Club,Hotel|low-price,4,Luxor
1668,Horus Hotel,Hotel|low-price,2.5,Luxor
1669,Pharaon,Hotel|low-price,3,Luxor
1670,Alraml nile street ,Hotel|moderate-price|Trendy,4,Luxor
1671,nile hotel,Hotel|moderate-price|BabySitting|Nile|Family,4,Cairo
1672,kilopatra,Hotel|low-price|BabySitting|Family,3.5,Luxor
1673,Nile compound,Hotel|moderate-price|Nile|Family,4,Aswan
1674,Marhaba guest house,Hotel|moderate-price|Family,3.5,Aswan
1675,Gifton Azon beach,Hotel|moderate-price|Pool,4,Hurghada
1676,continental house,Hotel|high-price|Pool|Luxury,5,Hurghada
1677,Hawai le jardan,Hotel|moderate-price|Pool|Luxury,4,Sharm
1678,Golden Rose,Hotel|moderate-price|Pool,3,Sharm
1679,huge hotel,Hotel|moderate-price|Pool|Family,4,Marsa Alam
1680,marasi hotel,Hotel|moderate-price|Pool|Luxury,4.5,Ras Mohamed
1681,sheraton Al Gona,Hotel|high-price|Pool|Luxury,5,Hurghada
1682,visita,Hotel|low-price|Trendy,4,Hurghada
1683,Ecotay dahab,Hotel|high-price|Pool|Luxury|Family,5,Dahab
1684,Dahab blaza,Hotel|moderate-price|Pool|Luxury,3.5,Dahab
1685,coral cost,Hotel|low-price|Trendy|Family|BabySitting,3,Dahab
1686,Trmobil neema,Hotel|high-price|Pool|Luxury,5,Sharm
1687,Helto sharks resort,Hotel|moderate-price|Pool|Luxury,4,Sharm
1688,Ebrotes palace,Hotel|moderate-price|Pool|Trendy|Family|Pets,4,Sharm
1689,Labranda tower bay,Hotel|moderate-price|Pool|Trendy,4,Sharm
1690,Safoi sharm el sheikh,Hotel|high-price|Pool|Luxury,5,Sharm
